60	42	6.427	0.0211	0.0512	177.8	100.0
61	103	5.811	0.0017	0.0036	359.8	100.0
61	110	5.993	0.0117	0.0160	138.5	100.0
61	118	5.945	0.0028	0.0072	82.9	100.0
62	54	6.332	0.0515	0.1324	173.0	100.0
63	60	6.834	0.0382	0.0396	86.6	100.0
63	61	6.730	0.0515	0.1026	238.1	100.0
63	94	5.846	0.2468	0.4677	207.6	100.0
63	108	6.753	0.0016	0.0059	229.9	100.0
64	44	5.478	0.0017	0.0053	185.6	100.0
64	107	5.719	0.0039	0.0099	181.7	100.0
64	108	4.663	0.0001	0.0002	308.0	100.0
64	109	6.154	0.3552	0.5283	159.8	100.0
65	39	7.233	0.0136	0.0368	192.6	100.0
65	44	6.104	0.0169	0.0422	171.8	100.0
65	57	6.098	0.0055	0.0141	149.2	100.0
65	58	5.337	0.0008	0.0027	97.4	100.0
66	43	5.538	0.0160	0.0168	166.6	100.0
66	44	6.436	0.1013	0.2437	166.9	100.0
66	45	6.335	0.2396	0.4798	164.1	100.0
66	93	5.857	0.3586	0.6460	179.3	100.0
67	44	6.930	0.0359	0.0963	158.1	100.0
67	45	5.859	0.0047	0.0160	160.3	100.0
67	46	6.303	0.0084	0.0244	156.8	100.0
67	47	7.226	0.0288	0.0797	181.2	100.0
67	48	7.467	0.0828	0.2080	172.1	100.0
67	104	7.983	0.0569	0.0850	158.4	100.0
68	39	7.535	0.0646	0.1034	175.1	100.0
68	43	5.277	0.0006	0.0023	135.8	100.0
68	44	7.177	0.0231	0.0634	143.4	100.0
68	49	7.604	0.0850	0.1683	135.8	100.0
68	85	6.426	0.0510	0.1026	106.4	100.0
68	104	8.545	0.0397	0.0354	0.4	100.0
68	105	7.690	0.0289	0.0469	148.6	100.0
69	41	7.756	0.5990	0.5355	107.8	100.0
69	43	8.266	0.1646	0.2975	194.9	100.0
69	44	8.661	0.1789	0.2770	167.7	100.0
69	45	7.876	0.0899	0.1527	265.0	100.0
69	71	6.676	0.0150	0.0432	165.0	100.0
69	100	6.440	0.0015	0.0048	270.2	100.0
69	101	4.575	0.0002	0.0006	147.1	100.0
69	112	6.612	0.0276	0.0749	157.2	100.0
70	43	7.397	0.0342	0.0771	232.1	100.0
70	44	7.747	0.0703	0.1662	118.3	100.0
70	45	7.362	0.1655	0.3520	186.0	100.0
70	51	6.583	0.2626	0.4626	167.3	100.0
70	71	6.986	0.0380	0.0640	181.8	100.0
70	72	6.556	0.0410	0.0653	162.5	100.0
70	92	6.247	0.5134	1.0018	157.3	100.0
71	43	6.716	0.0175	0.0562	173.7	100.0
71	44	6.344	0.0040	0.0129	127.6	100.0
71	45	7.345	0.0291	0.0618	117.4	100.0
71	54	6.237	0.0071	0.0207	155.2	100.0
71	55	6.697	0.0408	0.1061	173.7	100.0
71	63	6.373	0.0059	0.0160	127.6	100.0
71	71	6.215	0.0162	0.0472	174.0	100.0
71	88	6.135	0.1010	0.2619	179.4	100.0
71	103	8.207	0.0376	0.0389	158.2	100.0
72	42	6.867	0.0267	0.0779	177.1	100.0
72	43	7.005	0.0567	0.1470	208.4	100.0
72	44	6.687	0.0143	0.0397	218.1	100.0
72	45	6.539	0.0275	0.0673	104.2	100.0
72	46	7.988	0.0419	0.1063	177.1	100.0
72	102	8.293	0.1260	0.1000	104.2	100.0
73	41	6.589	0.0151	0.0498	271.9	100.0
73	42	5.746	0.0033	0.0103	311.9	100.0
73	43	6.203	0.0236	0.0702	158.3	100.0
73	44	6.158	0.1497	0.3275	225.7	100.0
73	45	6.182	0.0141	0.0446	104.2	100.0
73	46	6.147	0.0046	0.0128	158.3	100.0
73	53	6.517	0.0130	0.0392	184.0	100.0
73	54	5.965	0.0051	0.0162	158.3	100.0
73	108	5.355	0.0011	0.0038	332.0	100.0
73	109	5.384	0.0022	0.0071	166.5	100.0
74	41	6.274	0.0095	0.0308	239.7	100.0
74	42	6.224	0.0195	0.0627	245.7	100.0
74	43	5.715	0.0118	0.0377	105.8	100.0
74	44	6.293	0.0091	0.0255	213.5	100.0
74	45	6.303	0.0321	0.0868	158.9	100.0
74	46	5.296	0.0045	0.0132	149.5	100.0
74	55	6.245	0.0097	0.0319	105.8	100.0
74	56	7.188	0.0302	0.0781	149.5	100.0
74	78	6.474	0.0227	0.0559	122.5	100.0
74	96	6.426	0.0410	0.0880	202.3	100.0
74	101	6.901	0.0637	0.1023	162.7	100.0
74	104	5.900	0.0162	0.0347	148.9	100.0
74	105	6.473	0.0165	0.0327	139.9	100.0
75	39	6.073	0.0084	0.0257	240.1	100.0
75	41	5.902	0.0030	0.0096	148.1	100.0
75	42	6.542	0.0379	0.0795	211.3	100.0
75	44	7.751	0.2366	0.2775	159.3	100.0
75	45	7.753	0.2476	0.2953	177.6	100.0
75	56	7.123	0.0457	0.0877	198.2	100.0
75	62	6.949	0.0541	0.1586	194.3	100.0
75	63	7.501	0.0117	0.0349	148.1	100.0
75	93	6.417	0.1314	0.2915	193.2	100.0
75	100	7.657	0.4184	0.5942	184.7	100.0
75	101	7.159	0.2165	0.4369	166.9	100.0
75	116	5.238	0.0005	0.0013	283.2	100.0
76	57	8.504	0.1456	0.1709	165.7	100.0
76	62	7.700	0.1819	0.5178	175.8	100.0
76	63	6.263	0.0169	0.0487	177.3	100.0
76	98	7.197	0.2957	0.5147	156.4	100.0
76	99	7.706	0.5612	0.4842	161.8	100.0
76	100	7.570	0.1337	0.1598	158.2	100.0
76	101	7.539	0.0001	0.0002	239.9	100.0
76	103	3.961	0.0001	0.0004	166.8	100.0
77	56	7.221	0.2734	0.5571	158.0	100.0
77	62	6.012	0.0018	0.0054	290.6	100.0
77	63	5.884	0.0067	0.0209	182.2	100.0
77	97	7.801	0.1624	0.3611	174.6	100.0
77	98	6.432	0.0549	0.1107	182.9	100.0
77	99	8.038	0.3509	0.5075	159.2	100.0
77	100	7.612	0.0767	0.0803	123.3	100.0
77	118	5.081	0.0005	0.0016	186.3	100.0
77	119	5.875	0.0641	0.1676	188.3	100.0
78	62	6.618	0.0149	0.0420	204.3	100.0
78	63	6.233	0.0211	0.0620	169.0	100.0
78	64	6.227	0.0244	0.0621	161.5	100.0
78	65	8.288	0.3746	0.7063	171.3	100.0
78	68	7.397	0.3246	0.6480	191.1	100.0
